i,id
331,ANIMAL.DOG.NEUTERED.AUSTRALIAN_KELPIE.MED.BROWN
332,ANIMAL.DOG.NEUTERED.AUSTRALIAN_KELPIE.MED.BROWN.COLT:COLT\DOG\AUSTRALIAN_KELPIE\BROWN\NEUTERED\MED\03/27/2007\K15-016776\DS72\A210239\42349\11/13/2015\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\COUNTY\95421\95421\1
333,ANIMAL.DOG.NEUTERED.AUSTRALIAN_SHEPHERD
334,ANIMAL.DOG.NEUTERED.AUSTRALIAN_SHEPHERD.MED
335,ANIMAL.DOG.NEUTERED.AUSTRALIAN_SHEPHERD.MED.BROWN
336,ANIMAL.DOG.NEUTERED.AUSTRALIAN_SHEPHERD.MED.BROWN.RILEY:RILEY\DOG\AUSTRALIAN_SHEPHERD\BROWN\NEUTERED\MED\39121\K19-034584\TRUCK\A226694\11/15/2019\11/15/2019\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\UNKNOWN\HEALTHY\COUNTY\COUNTY\95436\95436\1
337,ANIMAL.DOG.NEUTERED.BICHON_FRISE
338,ANIMAL.DOG.NEUTERED.BICHON_FRISE.MED
339,ANIMAL.DOG.NEUTERED.BICHON_FRISE.MED.WHITE
340,ANIMAL.DOG.NEUTERED.BICHON_FRISE.MED.WHITE.HOMIE:HOMIE\DOG\BICHON_FRISE\WHITE\NEUTERED\MED\03/14/2008\K14-007771\DA46\A302884\02/18/2014\03/19/2014\29\TRANSFER\PRIV_SHELT\ADOPTION\WALKIN\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\WINDSOR\95492\95492\1
341,ANIMAL.DOG.NEUTERED.BICHON_FRISE.MED.WHITE.HOMIE:HOMIE\DOG\BICHON_FRISE\WHITE\NEUTERED\MED\03/14/2008\K14-008141\DS50\A302884\03/20/2014\03/21/2014\1\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
342,ANIMAL.DOG.NEUTERED.BICHON_FRISE.SMALL
343,ANIMAL.DOG.NEUTERED.BICHON_FRISE.SMALL.WHITE
344,ANIMAL.DOG.NEUTERED.BICHON_FRISE.SMALL.WHITE.ROMMY:ROMMY\DOG\BICHON_FRISE\WHITE\NEUTERED\SMALL\40889\K17-026635\DS49\A365457\43081\12/29/2017\17\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95407\95407\1
345,ANIMAL.DOG.NEUTERED.BLOODHOUND
346,ANIMAL.DOG.NEUTERED.BLOODHOUND.LARGE
347,ANIMAL.DOG.NEUTERED.BLOODHOUND.LARGE.BROWN
348,ANIMAL.DOG.NEUTERED.BLOODHOUND.LARGE.BROWN.ZEUS:ZEUS\DOG\BLOODHOUND\BROWN\NEUTERED\LARGE\41398\K15-015929\DS74\A326919\42347\09/15/2015\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
349,ANIMAL.DOG.NEUTERED.CANE_CORSO
350,ANIMAL.DOG.NEUTERED.CANE_CORSO.LARGE
351,ANIMAL.DOG.NEUTERED.CANE_CORSO.LARGE.BROWN
352,ANIMAL.DOG.NEUTERED.CANE_CORSO.LARGE.BROWN.BRUNO:BRUNO\DOG\CANE_CORSO\BROWN\NEUTERED\LARGE\41337\K15-015832\DQ111\A307277\42164\42014\25\STRAY\FIELD\EUTHANIZE\AGGRESSIVE\UNTREATABLE\UNTREATABLE\COUNTY\COUNTY\95472\95472\1
353,ANIMAL.DOG.NEUTERED.DACHSHUND
354,ANIMAL.DOG.NEUTERED.DACHSHUND.TOY
355,ANIMAL.DOG.NEUTERED.DACHSHUND.TOY.BROWN
356,ANIMAL.DOG.NEUTERED.DACHSHUND.TOY.BROWN.DASH:DASH\DOG\DACHSHUND\BROWN\NEUTERED\TOY\40433\K14-012010\DS49\A314731\41894\41894\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
357,ANIMAL.DOG.NEUTERED.DOGUE_DE_BORDEAUX
358,ANIMAL.DOG.NEUTERED.DOGUE_DE_BORDEAUX.X-LRG
359,ANIMAL.DOG.NEUTERED.DOGUE_DE_BORDEAUX.X-LRG.RED
360,ANIMAL.DOG.NEUTERED.DOGUE_DE_BORDEAUX.X-LRG.RED.JAXSON:JAXSON\DOG\DOGUE_DE_BORDEAUX\RED\NEUTERED\X-LRG\41250\K17-022214\DS80\A347125\01/13/2017\01/14/2017\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\*ROHNERT_PARK\94928\94928\1
361,ANIMAL.DOG.NEUTERED.DOGUE_DE_BORDEAUX.X-LRG.RED.JAXSON:JAXSON\DOG\DOGUE_DE_BORDEAUX\RED\NEUTERED\X-LRG\41250\K17-022250\DS83\A347125\01/17/2017\02/18/2017\32\STRAY\VET_HOSP\TRANSFER\JARR\HEALTHY\HEALTHY\SANTA_ROSA\OUT_OF_COUNTY\94574\94574\1
362,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD
363,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE
364,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.BLACK
365,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.BLACK.INDIO:INDIO\DOG\GERMAN_SHEPHERD\BLACK\NEUTERED\LARGE\05/15/2012\K15-014128\DS61\A260805\05/26/2015\06/16/2015\21\TRANSFER\RESCUE_GRP\ADOPTION\INTERNET\HEALTHY\TREATABLE/MANAGEABLE\OUT_OF_COUNTY\SANTA_ROSA\95401\95401\1
366,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.BROWN
367,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.BROWN.YOGI:YOGI\DOG\GERMAN_SHEPHERD\BROWN\NEUTERED\LARGE\08/20/2007\K14-007738\DS66\A295854\02/15/2014\02/18/2014\3\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\COUNTY\COUNTY\95436\95436\1
368,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.WHITE
369,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.LARGE.WHITE.CAL:CAL\DOG\GERMAN_SHEPHERD\WHITE\NEUTERED\LARGE\41283\K17-022792\DA18\A306882\03/14/2017\03/25/2017\11\OWNER_SURRENDER\FIELD\ADOPTION\INTERNET\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
370,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.MED
371,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.MED.BLACK
372,ANIMAL.DOG.NEUTERED.GERMAN_SHEPHERD.MED.BLACK.NINO:NINO\DOG\GERMAN_SHEPHERD\BLACK\NEUTERED\MED\41953\K17-026071\DI102\A330069\10/27/2017\12/19/2017\53\STRAY\FIELD\TRANSFER\B_A_GERMAN\HEALTHY\HEALTHY\*ROHNERT_PARK\OUT_OF_COUNTY\94947\94947\1
373,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER
374,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.LARGE
375,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.LARGE.GOLD
376,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.LARGE.GOLD.BECKETT:BECKETT\DOG\GOLDEN_RETRIEVER\GOLD\NEUTERED\LARGE\38361\K15-015111\TRUCK\A274373\07/28/2015\07/28/2015\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
377,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.MED
378,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.MED.GOLD
379,ANIMAL.DOG.NEUTERED.GOLDEN_RETRIEVER.MED.GOLD.DUSTY:DUSTY\DOG\GOLDEN_RETRIEVER\GOLD\NEUTERED\MED\39389\K15-014666\DS72\A368725\06/29/2015\06/30/2015\1\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\*HEALDSBURG\95448\95448\1
380,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES
381,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.LARGE
382,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.LARGE.WHITE
383,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.LARGE.WHITE.KODIAK:KODIAK\DOG\GREAT_PYRENEES\WHITE\NEUTERED\LARGE\41345\K14-010333\DA07\A310284\08/18/2014\09/24/2014\37\CONFISCATE\FLD_EVICT\ADOPTION\INTERNET\TREATABLE/REHAB\TREATABLE/REHAB\SANTA_ROSA\COUNTY\95448\95448\1
384,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.X-LRG
385,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.X-LRG.WHITE
386,ANIMAL.DOG.NEUTERED.GREAT_PYRENEES.X-LRG.WHITE.PIPPIN:PIPPIN\DOG\GREAT_PYRENEES\WHITE\NEUTERED\X-LRG\41428\K16-017999\VET\A333866\42524\03/24/2016\18\QUARANTINE\FLD_STRAY\RETURN_TO_OWNER\FLD_LIC\UNTREATABLE\DEAD\SANTA_ROSA\*ROHNERT_PARK\94928\94928\1
387,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER
388,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE
389,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK
390,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.BLACK_JACK:BLACK_JACK\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\12/31/2014\K17-023786\DS66\A327858\42892\42922\1\OWNER_SURRENDER\FIELD\EUTHANIZE\AGGRESSIVE\UNTREATABLE\UNTREATABLE\COUNTY\COUNTY\95401\95401\1
391,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.BUSTER:BUSTER\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\02/21/2013\K15-012863\TRUCK\A316974\02/21/2015\02/21/2015\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_IDTAG\HEALTHY\HEALTHY\COUNTY\*ROHNERT_PARK\94928\94928\1
392,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.JACK:JACK\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\03/22/2008\K17-025457\DS69\A342578\09/23/2017\09/23/2017\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95472\95472\1
393,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.JACK:JACK\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\39454\K16-019589\DS76\A293506\42497\42497\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95444\95444\1
394,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.JAX:JAX\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\41682\K16-019006\DA40\A337609\05/25/2016\06/23/2016\29\STRAY\OVER_THE_COUNTER\ADOPTION\WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95446\95446\1
395,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.KING:KING\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\38211\K14-011996\DI102\A314707\41832\12/31/2014\24\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\TREATABLE/MANAGEABLE\HEALTHY\SANTA_ROSA\OUT_OF_COUNTY\95501\95501\1
396,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.SCOOTER:SCOOTER\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\39936\K14-012091\TRUCK\A235944\12/16/2014\12/16/2014\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_LIC\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
397,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BLACK.WILLIE:WILLIE\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\LARGE\04/28/2002\K15-013714\DS70\A321117\04/28/2015\04/28/2015\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
398,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BROWN
399,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BROWN.BOXY:BOXY\DOG\LABRADOR_RETRIEVER\BROWN\NEUTERED\LARGE\39822\K16-017646\TRUCK\A245130\01/30/2016\01/30/2016\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_IDTAG\HEALTHY\HEALTHY\COUNTY\COUNTY\95404\95404\1
400,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BROWN.DRAKE:DRAKE\DOG\LABRADOR_RETRIEVER\BROWN\NEUTERED\LARGE\40456\K16-018784\RECEIVING\A336741\42648\42648\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95492\95492\1
401,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.BROWN.JACK:JACK\DOG\LABRADOR_RETRIEVER\BROWN\NEUTERED\LARGE\03/15/2011\K16-020325\DS65\A317977\08/17/2016\08/18/2016\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\COUNTY\COUNTY\95452\95452\1
402,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.CHOCOLATE
403,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.CHOCOLATE.CANELO:CANELO\DOG\LABRADOR_RETRIEVER\CHOCOLATE\NEUTERED\LARGE\42289\K16-021847\DS65\A346000\42655\12/13/2016\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95448\95448\1
404,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.CHOCOLATE.SAM:SAM\DOG\LABRADOR_RETRIEVER\CHOCOLATE\NEUTERED\LARGE\01/17/2008\K14-007384\DS78\A301722\01/17/2014\01/17/2014\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95404\95404\1
405,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW
406,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.ANGUS:ANGUS\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\07/22/2008\K14-008171\TRUCK\A228254\03/24/2014\03/24/2014\0\STRAY\FIELD\RETURN_TO_OWNER\RETURN_TO_OWNER_FIELD\HEALTHY\\COUNTY\COUNTY\94931\94931\1
407,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.ANGUS:ANGUS\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\07/22/2008\K16-018144\TRUCK\A228254\03/19/2016\03/19/2016\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\HEALTHY\\COUNTY\COUNTY\94931\94931\1
408,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.BUSTER:BUSTER\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\40494\K15-014745\DS79\A264449\42101\42192\3\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WALKIN\HEALTHY\HEALTHY\COUNTY\COUNTY\95476\95476\1
409,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.DIESEL:DIESEL\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\01/20/2015\K16-018110\DS77\A334447\03/17/2016\03/17/2016\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\FLD_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95404\95404\1
410,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.ROCKY:ROCKY\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\39700\K17-025926\DA43\A228540\10/19/2017\11/25/2017\37\CONFISCATE\FLD_HOSPTL\ADOPTION\FB_SCAS\TREATABLE/MANAGEABLE\TREATABLE/MANAGEABLE\SANTA_ROSA\OUT_OF_COUNTY\94510\94510\1
411,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.SHOJI:SHOJI\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\08/18/2011\K18-027958\TRUCK\A274006\04/24/2018\04/24/2018\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95403\95403\1
412,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.LARGE.YELLOW.SUGAR:SUGAR\DOG\LABRADOR_RETRIEVER\YELLOW\NEUTERED\LARGE\09/24/2008\K17-022441\DS75\A228255\42796\42827\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_WEB\HEALTHY\HEALTHY\COUNTY\COUNTY\95404\95404\1
413,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.MED
414,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.MED.BLACK
415,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.MED.BLACK.BUDDY:BUDDY\DOG\LABRADOR_RETRIEVER\BLACK\NEUTERED\MED\09/24/2015\K19-032884\DA30\A337351\43623\43623\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95407\95407\1
416,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.MED.CHOCOLATE
417,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.MED.CHOCOLATE.THEO:THEO\DOG\LABRADOR_RETRIEVER\CHOCOLATE\NEUTERED\MED\05/22/2016\K17-026421\DS75\A364875\11/22/2017\11/28/2017\6\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\UNKNOWN\HEALTHY\COUNTY\COUNTY\94954\94954\1
418,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.X-LRG
419,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.X-LRG.BROWN
420,ANIMAL.DOG.NEUTERED.LABRADOR_RETRIEVER.X-LRG.BROWN.OSO:OSO\DOG\LABRADOR_RETRIEVER\BROWN\NEUTERED\X-LRG\06/28/2006\K16-018664\RECEIVING\A234388\04/29/2016\04/29/2016\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
421,ANIMAL.DOG.NEUTERED.MALTESE
422,ANIMAL.DOG.NEUTERED.MALTESE.SMALL
423,ANIMAL.DOG.NEUTERED.MALTESE.SMALL.WHITE
424,ANIMAL.DOG.NEUTERED.MALTESE.SMALL.WHITE.POLAR_BEAR:POLAR_BEAR\DOG\MALTESE\WHITE\NEUTERED\SMALL\41432\K16-019628\DQ115\A339319\42528\07/17/2016\11\OWNER_SURRENDER\OVER_THE_COUNTER\TRANSFER\NC_POODLE\HEALTHY\TREATABLE/MANAGEABLE\COUNTY\OUT_OF_COUNTY\95602\95602\1
425,ANIMAL.DOG.NEUTERED.MALTESE.TOY
426,ANIMAL.DOG.NEUTERED.MALTESE.TOY.WHITE
427,ANIMAL.DOG.NEUTERED.MALTESE.TOY.WHITE.MIKLO:MIKLO\DOG\MALTESE\WHITE\NEUTERED\TOY\38364\K14-008074\DS49\A303975\03/14/2014\03/20/2014\6\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\RETURN_TO_OWNER\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
428,ANIMAL.DOG.NEUTERED.MALTESE.TOY.WHITE.MIKLO:MIKLO\DOG\MALTESE\WHITE\NEUTERED\TOY\38364\K14-009749\DA41\A303975\41919\07/17/2014\7\OWNER_SURRENDER\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
429,ANIMAL.DOG.NEUTERED.MINIATURE_PINSCHER
430,ANIMAL.DOG.NEUTERED.MINIATURE_PINSCHER.SMALL
431,ANIMAL.DOG.NEUTERED.MINIATURE_PINSCHER.SMALL.BROWN
432,ANIMAL.DOG.NEUTERED.MINIATURE_PINSCHER.SMALL.BROWN.RITZ:RITZ\DOG\MINIATURE_PINSCHER\BROWN\NEUTERED\SMALL\06/16/2012\K15-014443\DS68\A322955\06/15/2015\06/16/2015\1\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95476\95476\1
433,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER
434,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.MED
435,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.MED.GRAY
436,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.MED.GRAY.SHELBY:SHELBY\DOG\MINIATURE_SCHNAUZER\GRAY\NEUTERED\MED\07/17/2015\K17-023024\DA02\A350892\42859\42771\27\CONFISCATE\FLD_ARREST\ADOPTION\SCAS_WEB\HEALTHY\HEALTHY\SANTA_ROSA\*COTATI\94931\94931\1
437,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.SMALL
438,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.SMALL.GRAY
439,ANIMAL.DOG.NEUTERED.MINIATURE_SCHNAUZER.SMALL.GRAY.JINGLE_BELL:JINGLE_BELL\DOG\MINIATURE_SCHNAUZER\GRAY\NEUTERED\SMALL\41254\K16-021549\DA27\A344976\42715\12/13/2016\31\STRAY\FIELD\ADOPTION\\TREATABLE/REHAB\HEALTHY\SANTA_ROSA\COUNTY\95462\95462\1
440,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER
441,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.MED
442,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.MED.RED
443,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.MED.RED.SHORTY:SHORTY\DOG\PARSON_RUSS_TERRIER\RED\NEUTERED\MED\37781\K18-030401\DS70\A328443\10/26/2018\10/26/2018\0\STRAY\FIELD\RETURN_TO_OWNER\OVER_THE_COUNTER_CALL\UNKNOWN\PENDING\SANTA_ROSA\SANTA_ROSA\95401\95401\1
444,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.MED.RED.TINO:TINO\DOG\PARSON_RUSS_TERRIER\RED\NEUTERED\MED\11/27/2012\K14-009127\TRUCK\A293524\41735\41735\0\STRAY\FIELD\RETURN_TO_OWNER\FLD_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95409\95409\1
445,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.MED.RED.TINO:TINO\DOG\PARSON_RUSS_TERRIER\RED\NEUTERED\MED\11/27/2012\K14-009176\DA15\A293524\41826\41677\25\STRAY\OVER_THE_COUNTER\ADOPTION\INTERNET\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95404\95404\1
446,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.SMALL
447,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.SMALL.WHITE
448,ANIMAL.DOG.NEUTERED.PARSON_RUSS_TERRIER.SMALL.WHITE.SAL:SAL\DOG\PARSON_RUSS_TERRIER\WHITE\NEUTERED\SMALL\42190\K19-033272\DS56\A379559\43716\08/14/2019\5\CONFISCATE\FLD_ARREST\RETURN_TO_OWNER\OVER_THE_COUNTER_ARREST\HEALTHY\HEALTHY\SANTA_ROSA\COUNTY\95407\95407\1
449,ANIMAL.DOG.NEUTERED.POMERANIAN
450,ANIMAL.DOG.NEUTERED.POMERANIAN.SMALL
451,ANIMAL.DOG.NEUTERED.POMERANIAN.SMALL.BROWN
452,ANIMAL.DOG.NEUTERED.POMERANIAN.SMALL.BROWN.PUMBAA:PUMBAA\DOG\POMERANIAN\BROWN\NEUTERED\SMALL\39667\K16-017401\DS55\A331670\42583\42583\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\HEALTHY\HEALTHY\SANTA_ROSA\SANTA_ROSA\95405\95405\1
453,ANIMAL.DOG.NEUTERED.REDBONE_HOUND
454,ANIMAL.DOG.NEUTERED.REDBONE_HOUND.LARGE
455,ANIMAL.DOG.NEUTERED.REDBONE_HOUND.LARGE.RED
456,ANIMAL.DOG.NEUTERED.REDBONE_HOUND.LARGE.RED.BLUE:BLUE\DOG\REDBONE_HOUND\RED\NEUTERED\LARGE\38542\K16-020649\DS71\A342005\42560\42560\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\HEALTHY\HEALTHY\WINDSOR\WINDSOR\95492\95492\1
457,ANIMAL.DOG.NEUTERED.REDBONE_HOUND.LARGE.RED.BRUNO:BRUNO\DOG\REDBONE_HOUND\RED\NEUTERED\LARGE\01/14/2004\K17-026719\DA19\A254068\12/16/2017\12/16/2017\0\STRAY\OVER_THE_COUNTER\RETURN_TO_OWNER\OVER_THE_COUNTER_PRVS\UNKNOWN\TREATABLE/MANAGEABLE\WINDSOR\WINDSOR\95492\95492\1
458,ANIMAL.DOG.NEUTERED.RHODESIAN_RIDGEBACK
459,ANIMAL.DOG.NEUTERED.RHODESIAN_RIDGEBACK.LARGE
460,ANIMAL.DOG.NEUTERED.RHODESIAN_RIDGEBACK.LARGE.CHOCOLATE
461,ANIMAL.DOG.NEUTERED.RHODESIAN_RIDGEBACK.LARGE.CHOCOLATE.BUDDY:BUDDY\DOG\RHODESIAN_RIDGEBACK\CHOCOLATE\NEUTERED\LARGE\40645\K19-032801\DS72\A283233\06/28/2019\06/29/2019\1\CONFISCATE\FLD_CORONR\RETURN_TO_OWNER\OVER_THE_COUNTER_MCHIP\UNKNOWN\HEALTHY\SANTA_ROSA\COUNTY\95448\95448\1
